Comment,Class
김치 좋아하면 직접만드는게 갑이긴 함. 내입맛에 맞게 간 젓갈 조절가능,0
일본 국결 유튜브 보니까 23살짜리 일본 와이프 존니 귀여운 여자도 잘만하던데 한국년은 도대체...전라도 시골 시집간 태국여자 유튜버 유명한 여자있는데동네 김장하고 수육 삶아서 같이 먹고 너무 행복하다고 하도 댓글에 외국여자 전부다 부럽다고함...한국년 설거지한 새끼들은 애새끼까지 일가족 공개처형이 옳다,1
도대체 황선희같은 낙태걸레 한국년 설거지해서장애인 외국여자 20배로 싸지르는 한남 새끼들은 그 지는으로 유전자를 왜 싸지르는건지...,1
나쁜년되기싫어서 끝,0
사먹충인데 김치는 김장 할만한 가치가 있다고는 봄 근데 40포기는 좀 많노 우리집은 4개정도해서 3가족이 나눠가져가는데,0
노브랜드 김치 맛있더라 싸고,0
김치 없이는 못사는 사람들 이해가 잘 안됨,0
시부모도 없애라 할듯 ㅋㅋ,0
퐁퐁형이또ㅋㅋㅋㅋ,0
김치 별로 안 좋아해서 진짜 김장 질색인데,0
결혼하면 가족과 절연 ㅋ  - dc App,0
나만 김장훈을싫어하는와이프로 봤냐,0
퐁퐁새끼는 섹스 대가로 뭐든지 복종하겠다는 계약을 본인의지로 했으면 그 책임을 져라 이제와서 아 못하겠어요 ㅇㅈㄹ하노ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
한녀랑 결혼한 애들 보면 신기하지 않냐?더 신기한건 요즘도 그런애들이 있다는거,0
30~40 포기 ㅋㅋㅋ 많이 처 하네 ㅋㅋㅋ,0
지나쁜년되기싫어서 저러는게 글만봐도눈에보여서 좀 그렇네 ㅋㅋ;,0
한녀 마인드는 진짜 이기성이 끝이 없네 ㅋㅋㅋㅋㅋㅋ,0
여사친도 울집와서 김장해주고 김치받아갔는데 마누라란 작자가 저러면 ㅋㅋ,0
가져와서 안쳐먹으면 모를까 허버허버 69돼지처럼 쳐먹는데 씨발 가서 대야라도 씻든지 개쓰레기년이노,1
한녀혼은 미친짓이다,1
슬슬 나도 결혼 해야될 시점인데 일본 다녀와야겠다,0
아니 씨발 시대가 어느 시대인데 김장타령을 하노 ㅋㅋㅋ,1
저딴 병신년 못거르고 결혼한 한남탓 ㅋㅋ이런거보면 이제 화도안나고 답답하지도않음자업자득이라는 생각에멀리서 바라보면서 껄껄대고 웃을뿐,1
"남편이 돈 잘 벌어오고 전업주부다 <-- 당연히 ""시발""남편이 돈 못 벌고 맞벌이다 <-- 남편 잘못",1
생각해보니 둘중 뭐가 됏든결국 한국남자 문제인듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
요세 김장 안하고 다 사먹는다  - dc App,0
그냥이건 무조건 와이프잘못임ㅇ받지를 말던가맛있게 먹고싶고 김장은 하기 싫으면 뭐 선물이라도 보내서 어머니 너무 고맙습니다ㅠ 하고남편에게 나 몫만큼 가줘서 고맙다고 해주던가,0
30 40포기면 금방하는데,0
한녀는 그냥 하루빨리 죽는게 애국임. 살아있는게 죄고 오래살수록 주변인물과 사회에 민폐만 끼치는게 한녀다. 죽어서 애국해라,0
남편 잘못인데?,0
김치 그냥 사서 먹으면 그만인데 일 안한다고 얼마나 눈치 보이겠음?,0
그리고 갖다와서 은근히 눈치를 단 하나도 안줘봤을까? 절대 아닐걸 ㅇㅇ 글에서도 눈치 줬을게 보이는데,0
그리고 그럼 김치 왜 먹냐고? 집에 김장한답시도 대량으로 갖고 왔으니까 어쩔수 없이 먹는거지 그럼 김치를 집에서 아예 안 먹든가 갖다 버려?,0
ㅇㅈ 나도 남편 잘못이라고 생각한다.창녀인 한녀랑 결혼했는데 ㅂㅈ빼고 다른거 원하면 남편 잘못이지 창녀한테 사랑 정 모성애 예절 이런거 원하면 손님 잘못인거지 ㅋㅋㅋㅋㅋㅋ 누가 걸레 창녀 한녀랑 결혼하라고 칼들고 협박도 안 했는데,1
난 장모님이 해준 김장김치 안먹어 입에도 안 됨 근데 시댁에 김장하지 말라고 얘기하는 것 처럼 너네 집 김장 하지 말라고 얘기는 안 함 씨발 말이 됨? 지가 뭔 상관인데,1
아니 남녀 이런거 거르고 2020년대에도 꼭 쭈그려앉아서 손으로 장시간동안 김장하고 자빠져있는게 맞는 거냐...? 하고 싶으면 하면 되겠지만 저걸 안 하겠다고 하는 게 뭐라 할 일임? 참고로 난 엄마랑 노가리까는 게 재밌어서 매년 같이 한다. 근데 아빠랑 동생이 참여 안 한다고 뭐라하진 않음. 그 시간에 쉬거나 다른 생산적인 일을 하게 내버려둠,0
애초에 와이프는 오라고도 안하는데 글 좀 읽어라 ㅇㅇ,0
정상적인 사고 : 나도 가서 돕겠다,0
누가 한녀혼하라고 칼들고 협박함?,0
걍 한녀가 애미애비도 잡아먹는 불속성 걸레년들인건데 뭘 변명하냐,1
호강에 뱃때기 쳐불러서 그래 이혼 하던가 새 며느리 들여야지,0
김정은 싫어하면 좋은거 아니냐,0
내마음 불편죄 ㅋㅋㅋ 씨발저렇게 키운 애비애미가 문제임,1
"일 시키면 혹사 시킨다고 지랄, 힘들까봐 쉬게 두면 눈치 보인다고 지랄 씨발 진짜 ㅋㅋㅋㅋ 싫으면 당사자가 직접 말하든가 혼자서 할 줄 하는게 없노 ㅋㅋㅋㅋ",1
어디 여자가 김장을안해 씨발 ㅋㅋㅋ - dc App,1
븅신 ㅋㅋ 왜 결혼함?,1
지가 가서 하긴 싫지만 동시에 자기 이미지는 착하게 남고싶어하는 ㅋㅋ,0
안맞아서 - dc App,0
표독스럽노,0
우리집 김치 존나 맛없는데 사서 먹엇으면 좋겟다..  - dc App,1
요새 김장 누가해 = 집안 근본 다 없어진 거 쪽팔린줄 모르고 간증하고다니는 병신새끼 ㅋㅋ,1
찢이였으면 보지를 찢어놨을텐데..,0
"응 김장도 하기싫고 일도 하기싫고 밥도 하기싫고 애도 낳기싫고 집안일도 하기싫고 한남돈으로 카페, 오마카세 탐방할건데? ㅋㅋ",0
나도 장모가 김치챙겨주는데 솔직히 맛없더라.. 노인네들은 그냥 관성처럼 하는거다.,0
젓갈냄새 개좆같아서 싫은데 그냥,1
저거랑 별개로 김장은 졷극혐이긴함,1
시부모가 오지말라고도하고 그러면 미안해서라도 가서 좀 돕고 같이 김장도 하고 그러는거지 마니하는것도아니고  개같은년이노 ㅋㅋㅋ  - dc App,0
먹기 싫은데 왜 먹는거냐 그냥 버리면 되는거 아닌가,0
좆도 맛 없는 김치 만들어서 먹지도 않고 걍 냉장고에 있다가 버리면 김장 안 하는게 맞고. 김치 잘 먹으면 김장하는 게 맞음,1
요즘엔 김장 하는게 비효율임. 재료값이며 인건비며 둘째쳐도 그걸 만드는데 들어가는 시간이며 만든 김치를 보관하는 비용이며.... 그냥 1kg로씩 사먹으면 김치냉장고도 필요없음. 그냥 옛날부터 했으니깐 하는거지 20년 정도 지나서 지금 4050대들 노인되면 자기들부터 힘들어서 안 하겠다고 할거임. 당연히 지금 2030세대는 레시피도 모를테니 다 사먹겠지,0
저러면서까지 결혼을 하고싶어? ㅋㅋㅋㅋㅋ이게 씨발 한국년들만 이런건지는 모르겠는데 날이 가면갈수록 결혼할 이유가 전혀없는거처럼 느껴지네. 저런 병신병자년들을 걸러야하는거부터 너무 큰 난관이다,1
한녀가 세상을 흔들고 파괴하고 있지 구럼 대안이나 새 질서를 세워야 하는데 기냥 내 기분 상해라는 이유였을뿐 뒤는 몰?루,0
남편 혼자 보내는게 찔리니까 저러는거잖아 같이 갈거 아니면 입닥치고 조용히 하라고해라,0
웬만하면 하는게 낫지만 김치사먹는게 더 금전적으로 이득일때만 사먹음 사먹는 김치도 나쁘지않던데 예전에 배추값이나 고춧가루가격 ㅇㅁ뒤졌을때 사먹었음,0
비추 개수 ㅆㅂ ㅋㅋ 노괴년들 보글보글하노ㅋㅋ  - dc App,1
김장이 전통이라고??? 누군가에게는 고통이다.,0
안 간다며  - dc App,0
아직도 한녀혼하는 한남병신새끼들ㅋㅋㅋㅋ 개꼬숩노 ㅌㅋㅋ - dc App,1
명절 없애자는 새끼들도 반성해라,1
개추 유도 비개추~,0
난 남편이 김장하러 가는데 저런 기분 안느껴봣는데  - dc App,0
김장하는거 좋은데 가족들이랑 수다 떨면서하면 재밌음ㅋㅋ 끝나고 돼지수육에 맥주한잔 마시면 캬 이게 섹스지,1
저새끼는 미친한녀를 데리고 같이 살면서도 보지식화법을 아직 못 익혔노 병신새끼 그냥 자기 죄책감 드니깐 김장을 없애란거잖아,1
토요일 일찍 3시간 운전해 처가가서 허리다리 끊어져라 150포기 김장하고 일요일 점심먹고 처가에서 싸준 김장 김치랑 쌀이랑 과일 야채 트렁크에 가득싦고 본가집 가서 내려주고 저녁먹고 우리집 옴 매년 피곤한데 뿌듯함,0
피싸개 119명 검거  - dc App,0
3~40 포기는 지나가는 중딩 아무나 붙잡고 시켜도 금방 한다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저것도 못하면 그냥 유치원 보내라 - dc App,0
사랑없이 돈보고결혼한 유사챙녀 한녀들한테 희생을바라노ㅋㅋㅋㅋ 내여자는 다를꺼야?ㅋㅋㅋㅋㅋㅋ,0
계집들은 왜 이렇게 이기적이노 다 남탓 남자탓 뜨끔 찔리게 만든 것도 남편탓 ㅋㅋㅋ,0
"가기는 싫고 먹고는 싶고근데 저런애들은 시댁을 떠나서친정가서도 안도와주고 처먹고 온다지인중에 결혼한 년, 개백수년 다 그러더라ㅋㅋㅋㅋㅋㅋ  - dc App",0
지극히 한국여자스럽다 - dc App,0
저런 새끼들 ㅈㄴ 싫음 가져오면 먹으면서 왜 그러냐고? 그럼 버리냐 ㅂㅅ아? ㅋㅋ 있으니까 먹는거지 무슨 ㅈ미개한 김장을 왜하고 있어 그냥 미개하니까 하지말라는거지,1
[속보] ㅗㅜㅑ..쮼석 신당 창당 호재 떴다 zㅋㅋㅋㅋ.jpg https://gall.dcinside.com/baseball_new11/10200646,0
국회의원 특권이 뭐 이리 많아 씨발,1
팩폭맞고 발작하는 캣맘ㅋ  https://gall.dcinslde.board.wpdbr.com/24,0
https://gall.dcinside.com/board/view/?id=neostock&no=4551795 여기 방문 부탁,0
180석이었는데 저렇게 방탄을 해도 지금 160대라는것만 봐도...,0
저기있는 민주당 의원 대법원에서 싹다 무죄받으면 어떡할래? 틀딱새끼야 선동해봤자 민주당 200석이야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
김혜경 이재명 부부 세금도둑 정치사기꾼 감옥 가자,0
이게 다 윤석열 때문이다,0
1찍들 대부분이 범죄자라 그런거 신경 안씀,0
[속보] ㅗㅜㅑ..쮼석 신당 창당 호재 떴다 ㅋㅋㅋㅋ.jpg https://gall.dcinside.com/baseball_new11/10200646,0
의주빈들도 금고이상형 있으면 면허취소법 통과시켰는데 국회의원들도 똑같이 적용 가자~~~~!!!!!,0
좌파식 정의ㅋㅋㅋ,0
응 박원순도 처벌 안받았어ㅋㅋㅋㅋ,0
https://m.dcinside.com/board/baseball_new11/10201166가슴큰 여자의 삶...ㅗㅜㅑ...jpg,0
정치인들 특권 빼앗고 처벌하고 대거 물갈이 해야함 그리고 지속적으로 감시 견제해서 인간쓰래기새끼들은 다 끌어내려야하고,1
저새끼들 욕할이유가없음 저새끼들 찍어주는새끼들이 이나라 국민 절반임ㅋㅋㅋ  - dc App,0
성,0
상,0
납,0
더불어범죄당 ㄷㄷ,0
윤미향 얘는 진짜 간첩아니냐 ㄹㅇ심각,0
마약과 코인 그리고 강간,0
검사들은 병신아,1
두창이도 권력은 잔인하게 쓰는중 ㅋㅋ,0
또 민좆당이야?,1
당대표가 이미 전과4범이니까 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
화려하다 더듬고 만지고 등쳐 먹고,0
네이버 틀딱 댓글은 왜퍼오냐?,0
개시발 윤미향이는 모자이크좀 해라 시발 토할거같다,1
살인교사 한 새끼도 있었고반일 선봉에서 개지랄 하던 년 있었는데 알고보니 독립운동가 잡아쳐넣은 일제헌병이 지 애비였던 적도 있었고존나 웃긴 새끼들임 ㅋㅋㅋㅋㅋㅋ,1
존나 얼탱이 없던 적은 뇌물쳐먹고 감방갔다온 년인데이 병신년이 뇌물 받은 수표로 지 동생 전세금 지불했다가 수표번호 조회로 빼박 걸림 ㅋㅋㅋ그래놓고 출소하니까 무슨 민주화 탄압 받은 열사 취급하고 자빠졌더라 ㅋㅋㅋㅋㅋ,1
이걸보니 전쟁터져도 괜찮을 것 같다,0
수요일에 문재앙 윤미향 만나서 응원하는거 보기 좆터라,1
저런애들 빨아주는 애들이 개새끼지  - dc App,0
돈 먹는거야 놀랍지않은데 감금 폭행은 시발 ;;  - dc App,1
"지금 정치인들 걍 천룡인임 ㅋㅋ 죄지어도 처벌안받고, 수사기관에 큰소리치고, 대놓고 수사방해하고, 재판도 지 꼴릴때 받음, 무지성 지지층덕에 걍 대한민국 씹특권층되어버림",1
"지 수사하는 검사 탄핵하고, 법원은 정치성향 좌빨전라도 판사 쫙 깔아놔서 구속도 안되고 처벌도 피할 수 있음ㅋㅋ 이게 나라냐?",0
중국에선 고위공직자는 범죄저지르는게 당연시되거든,0
틀딱 틀 빙신들 또 총선 개 쳐발릴것 같으니 선동질 오지네,0
윤미향 존나 레전드  - dc App,1
저런 ㅅㄲ들이라 억지 당선 시키려고 투표주작한거야 저런 ㅅㄲ들이라 억지 당선 시키려고 투표주작한거야 저런 ㅅㄲ들이라 억지 당선 시키려고 투표주작한거야 저런 ㅅㄲ들이라 억지 당선 시키려고 투표주작한거야 저런 ㅅㄲ들이라 억지 당선 시키려고 투표주작한거야 저런 ㅅㄲ들이라 억지 당선 시키려고 투표주작한거야 저런 ㅅㄲ들이라 억지 당선 시키려고 투표주작한거야 저런 ㅅㄲ들이라 억지 당선 시키려고 투표주작한거야 저런 ㅅㄲ들이라 억지 당선 시키려고 투표주작한거야 저런 ㅅㄲ들이라 억지 당선 시키려고 투표주작한거야 저런 ㅅㄲ들이라 억지 당선 시키려고 투표주작한거야 저런 ㅅㄲ들이라 억지 당선 시키려고 투표주작한거야   - dc App,1
국개들 특권 없애야 한다 ㅅㅂ,1
민주당 민속놀이 입갤이욬ㅋㅋㅋㅋㅋㅋㅋ,0
전과4범당,0
박원순 오거돈 투톱 영혼의 강간마 투톱,0
민좆당 50석 가능하긔연ㅋㅋ,1
전라도 민주당 성범죄 좆팔육 ㅋ,1
역시  민주 ㄷㄷㄷㄷ,0
죄송하지만 곽 모 의원님은 왜 목록에 없죠? 50억 먹고도 ‘무죄’ 나와서 그런가요? 50억 쳐먹은게 1심 무죄인데 밥좀쳐먹었다고 유죄 쳐때리는게 공정한가요?,0
미국 못가는 현역 테러리스트도 금뱃지 수십년 달고있는데뭘,0
찢주당 또 너야,0
이런글 올라오는거 보니 국짐당 드루킹 돌리기 시작했네 ㅋㅋ 총선 오지게 쫄리나봐?,0
이거 보고 이준석 신당 찍어야겠다고 생각이 드네요.,0
1찍이지만 반명은 전부 이준석 신당이 맞지 - dc App,0
광주 근황https://m.dcinside.com/board/baseball_new11/10215845,0
그런 민주당한테 지는 국힘은? 그래서 니들이 인터넷에서 글 올리는 거 말고 뭘할 수 있는데 ㅋㅋㅋㅋㅋㅋ  - dc App,0
팩트)부자들 곳간 털겠다는 개재인 당선 후 2프로 부자들을 더 배불렸고 전 국민이 가난해졌다,0
프랑스 단두대  갑자기 이해가노 ㅋ,0
범죄자와 깡패들이 밀어주는최대 거악 정당,0
아 꼬우면 국회의원 하라고 ㅋㅋㅋㅋ 물론 저학력 부실스펙 야붕이들은 꿈도 못 꾸겠지만,0
더불어 범죄당,0
저 위안부 후원금 횡령한련은 저러고도 아직도 위안부팔이하고있음 ㅋㅋ,0
"강간, 성추행, 음주운전, 횡령, 뇌물, 간첩질, 마약방관, 통계조작, 내로남불, 살인교사, 고문치사 당장생각나는게 이건데 이미친 개씨발 민좆당새끼들  - dc App",1
왜 의주빈 아님?,0
대놓고 저래도 병신들이 뭘할수잇는데? ㅋㅋㅋ,1
섹스터콜 위잉 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
이재명도 구속못해  그새끼 와이프도 구속못해  쮼석이도 구속못해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 하는게 뭐노?ㅋㅋㅋ,0
트남이까지 끌어들여 더불어 성비위당 만들면 되겠네ㅇㅇ?트남이까지 끌어들여 더불어 성비위당 만들면 되겠네ㅇㅇ?  - dc App,0
상납견들 발악하노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
경찰 '성접대 의혹' 사실상 인정 ㅋㅋㅋㅋㅋ,0
유튜브보고 왜 못집어넣냐는 경찰(실화),0
좀 잡아가라 ㅋㅋ 왜 송치만 시켜놓고 1년간 아무것도 안하노 ㅋㅋㅋㅋㅋㅋㅋ,0
찢재명도 감옥안가는 민좆당 180석의 개돼지 조센징 국가라,1
윤석열 깜빵가기전엔 이준석 성상납 밝혀지는거지? ㅋㅋㅋㅋ,0
성  - dc App,0
상  - dc App,0
납  - dc App,0
7억각서 김철근이 짜잔짠~,0
또 굥석렬이 조작하는구나.,0
작문 수준이 ㄹㅇ 공부 안한 티가 팍팍 나네 ㅋㅋ,0
ㄹㅇ 조선족 새끼가 쓴 것 같네,0
야갤에서 영포티들이 줄리 의혹 파헤친거 연재해줄까? 존나 생각없이 나대노 틀니새끼들이 ㅋㅋ 피의자 신분과 검사관계도 흥미롭더만,1
ㄱㄱ,0
제발 그럼 얼른 잡아 쳐넣어 씨발,1
일단 정권교체되면 김건희는 무조건 빵에들감,0
해외순방 이렇게 다니는게 윤석열은 김건희 버릴 각오 했다는거임 해외여행 가는거자너,0
또 틀딱들이 주작 지랄하면서 상납견 패는거보니 또 이준석이 옳은말해서 버튼 눌린 모양이노,1
이 새끼들은 이준석이 성삽납을 받았든 안 받았든 그새끼 없인 선거 한번도 못이긴 좆병신 패배자 새끼들이란걸 왜 인지를 못하는걸까? 총선 대패하고 200석 헌납해도 정신못차릴듯,1
민주당 200석 보고 싶긴 하다 얼마나 대한민국을 좆같이 만들지 ㅋㅋ,1
무조건 이준석 뽑기로 했다,0
신당 만들고 내년에 국힘하고 합친다에 한표,0
대전시 유성구 주피터~,0
성상납맞냐? 왜 안잡아가냐 ㅋㅋ 지금 11월인데,0
경찰 수사한지 1년도 아니고 경찰에서 검사에게 사건 넘긴지 1년 넘어갔는데 소환조사도 없고 기각도 없고 기소도 없고 기소유예도 없고 시간만 흐르는 중. 대체 이게 뭔지....,0
수사도 못하는 무능한 윤두창ㅋㅋㅋㅋㅋ,0
응 그래 어디 더해봐 ㅋㅋㅋㅋ느그 윤돼지 지지율 어디까지 가나보자,0
민주당찍을거라 노상관 200석 만들어서 틀딱 학살 개헌 해야함,0
원래 찍는새끼가 ㅋㅋ,0
ㅋㅋ 한동훈 이 병신은 1년째 마삼중도 못보내고 찢칠라도 못보내고 하는게 뭐냐? 진짜 조선제일거 품이네. 포장에 낚여서 물고빠는 틀니들은 사기안당하게 조심좀해라~~,1
야 스 톤,0
박정희가 그랬잖아 남자 아랫도리는 원래 남이 신경쓰는거 아니라고사내대장부가 그깟 접대 좀 받았다고 뭐 그리 호들갑임,0
섹스톤이란 단어 넘 찰져 ㅋ,1
노망의 힘은 명분이 없어 김0의 성접대 동영상 얼굴 나와도 해외 도주 막았다고 ㅈㄹ ㅈㄹ 하던 국민의 암 것들이 우리 준석의 성접대 의혹 가지고 ㅈㄹ 한다?? 개가 쳐 웃을 듯 노망 났으면 아가리 틀니빨 냄새 풍기지 말고 이 닦고 쳐 자세요,0
개씹홍어 쎆쓰톤 거르고 6월부터 했으면 결과좀 가져와라 시발 ㅋㅋㅋㅋㅋㅋ,1
아이고 이사님,0
ㅋㅋㅋ1년이 지났는데  아직도 안잡혀갔누한동훈 존나 무능하네ㅋㅋ,1
다 가지고 있다가 결정적일때 끄내쓸듯  - dc App,0
신당만든다고 분탕질 존나치고있는데 지금안쓰면 언제쓰게?ㅋㅋㅋㅋㅋ뭐있긴한거맞어?ㅋㅋㅋㅋ,1
그러게 시발 지금 총선이 대패각인데 언제 잡아넣을건가 ㅋㅋ,1
그게 대체 언젠데,0
이준석도 못잡고 문재인도 못잡고 이재명도 못잡는 무능 그 자체 윤두창,0
생각해보면 아직까지 제대로 한명도 못잡아쳐넣었네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 시발 물대포 새끼들   - dc App,1
더러운 씨알리스 성상납  - dc App,0
실체가 없으니까 못잡아쳐넣지 이준석 좆됬다 외친지 18개월이 지남,1
저거 준스기가 허위라며 가세연 고소 때렸다가 거꾸로 무고 걸려서 지 발등 지가 찍고 나가리 되고 이 고생 하고 있는건데 뭔소리 하노..?,0
애초에 다른 사건의 검찰수사기록 기반으로 나온 이야기인데 개준스기가 벅벅 우겨봤자 말빨 안서지,0
아니 동후이햄 또 진거야? ㅋㅋㅋ 섹스톤 개준스기 언제 잡아가?,1
이재명기각ㅋㅋㅋㅋㅋㅋ 혜경궁기각 ㅋㅋㅋㅋㅋㅋㅋ 저거하라고 뽑아줬떠니 저것마저 통수친 대 두 창,0
1년 넘게 질질 끄는 이유가 뭐임,0
근데 왜 새벽에 김철근 내려보내서 유흥업소 사장이랑 각서씀?ㅋㅋㅋㅋㅋ이거 물어보면 준천지들 아무말도 못하더라ㅋㅋ,0
이준석 잡아넣으라고 뽑아놨더니 뭐하노 검찰당,0
1년전 기사 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
여자 파트너 학교도 나왔는데 발뺌할수없지,0
찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ 찢쮼일체 ㅇㅈ,0
틀딱,0
할배들 이준석 성상납 가지고 시비걸면 그거 사면해준 그틀당도 같이 병신되는거에요ㅋㅋ 좀 생각이라는걸 하고 글 좀 쓰시죠ㅋㅋ  - dc App,1
사면해줬으니 댈고가 좆병신아,1
이야 병신같은 당수준에 걸맞는 지지자 수준이네요^^ 님들이 이야기대로 따르면 성상납 받은 범죄자를 왜 대려갑니까? 그 당 수준에 딱 맞으니 걍 데리고 있으세요ㅋㅋㅋ  - dc App,1
할배 새벽 3시에 쳐일어나서 악플단거임?ㅋㅋ 대단하시네요ㅋ 존경합니다ㅋㅋ  - dc App,0
가세창 두창견 이 미친 호로 새끼들,0
분탕친다고 지랄하지말고 감옥 보내라. 틀딱새끼들아  - dc App,1
저게 진짜면 총선 전에 감옥 보내라 빨리 ㅅㅂ 언제까지 송치 해놓을건데 보수멸망 직전인데 대체 씨발 이해가 안가네,1
몇년이 지나슨데 아직도 깜빵 못보내는거냐 안보내는거냐,0
준슥이 욕하면 찍히는 반대글 100~200개가 신당창당의 불씨입니다! ㅎㅎ,0
좌빨 ㅂㅅ들은 민주당연구소에서 발표났는데 신당 창당하면 민주당 표 더 빨아먹는다는데 좋다고 또 분탕질이노 ㅋㅋ 창당하러 제발 좀 나가라,1
욱수 줄줄 흘릴거 같은 돼지새끼 신당 언제 차림? 애기동자신이노?,0
대한민국 이 미친새끼  - dc App,1
틀,0
그래서 문재인은 깜빵 언제 보냄??(진짜 모름)  - dc App,0
조국 사건 5년 지났는데도 아직 깜빵 못 보냈는데 문재인은 뭐 뚝딱하면 보내짐?,0
깨끗하게 살지 좀 20대에 뭔 저런 더러운 짓거리를 추접게 진짜,0
영화 평론가평도 좆박았더라 평론가들 pc묻으면 보통 괜찮게주는데 얼마나 개병신이면ㅋㅋ,1
pc가 판치고 여초식 목소리가 성행하는 시기 여자들의 요구와 필요를 위해 친히 소음순 분장을 한 건데 뭐가 문제? 여초 커뮤에서 불었던 밈 중 펄럭 모르냐? K보지화 웅장하다,0
컵라면도 3분은 기다려야 되는디..,0
외계종족인데 그런걸 왜 신경쓰노 ㅋ  - dc App,0
토르에서 헬라랑 싸우고 간지나게 전사한 일본인배우랑 딴판 ㅋㅋ,0
너 왜 시비냐 토착왜구 이찍남이냐,0
ㄹㅇ 갓본배우들은 미국영화 단골인데 ㅋㅋㅋㅋ,0
존윅에 오사카 대빵이 존나 간지임,1
존윅 오사카는 ㅇㅈ  - dc App,0
일본남자들은 스시녀버리고 유럽백인서양녀여자들 사귀기에 혈안인데 조선인새끼들은 버린 스시녀 똥남아년들이나 돈주고 만나려는 조센징586틀딱들 결혼못한 노총각새끼들이 즐비하닼ㅋㅋ 후진국들이랑 근본도 없이 무비자 체결이나 쳐해대서 외노자들한테 개조선 나라팔아먹고있는중이다 한녀껌젖갈보흑두페미성형은 덤 ㅋㅋㅋㅋ ㄹㅇ루다가 ㄱㄱ  - dc App,1
일부러 똥송하게 분장시킨듯,0
이이슬 기자는 기자 자격이 없네,0
센뽕 오열 wwwwwwwwwwwwwwww,0
한인세탁소 한인마트 주인 역에서 게이팝 행성인 역으로 진화했으면 발전한 거 아니노? ㅋㅋㅋㅋ,0
ㄹㅇ ㅋㅋㅌㅋㅋㅋㅋㅋㅌ,0
흑인 상대로 잔돈 던지다가 총맞고 뒈지는 한국인 교포 마트 주인을 다시는 무시하지마라,0
히스패닉한테 존나 쳐맞고 세탁소 털리고 aigo하는 한인교포 세탁소 주인을 다쉰 무시하지마라,1
주인공에게 발음도 이상한 조센식 비속어를 날리며 양학당하는 코리안 갱단 역을 다시는 무시하지 마라.,1
진지하게 마트 주인이 더 나음ㅋㅋㅋ,0
김씨네 편의점 ㅇㄷ?,0
마블이 한국에서 인기많으니까 그니마 캐스팅이라도 해준거 ㅋㅋ,0
